[00:00:00]: Starting up
[00:00:00]: Don't Starve: 429557 LINUX
Branch: release
[00:00:05]: Could not unload undefined prefab 0x40b82ff2 (maxwell)
[00:00:05]: Could not unload undefined prefab 0xbddda476 (fire)
[00:00:05]: Could not unload undefined prefab 0x1078732c (character_fire)
[00:00:05]: Could not unload undefined prefab 0x427b5b39 (shatter)
[00:00:05]: scripts/gamelogic.lua(126,1) 	Unload BE done	
[00:00:08]: scripts/gamelogic.lua(136,1) 	Load FE	
[00:00:09]: scripts/gamelogic.lua(138,1) 	Load FE: done	
[00:00:09]: SimLuaProxy::QueryServer()
[00:00:09]: EnsurePathExists [] [/storage/.klei/DoNotStarve/save/modindex] has invalid component [.klei]
[00:00:09]: EnsurePathExists [] [/storage/.klei/DoNotStarve/save/boot_modindex] has invalid component [.klei]
[00:00:09]: scripts/modindex.lua(77,1) ModIndex: Load sequence finished successfully.
	
[00:00:09]: Reset() returning
[00:00:09]: focus gained
[00:00:09]: HttpClientWriteCallback (0x840094F6, 1, 1904, 0x8B9C8E10)
[00:00:09]: HttpClientWriteCallback READ 1904 (1904 total)
[00:00:09]: EnsurePathExists [] [/storage/.klei/DoNotStarve/save/motd_image] has invalid component [.klei]
[00:00:17]: Could not unload undefined prefab 0xed95c616 (bundle_blueprint)
[00:00:17]: Could not unload undefined prefab 0x97f0225e (bundle_large)
[00:00:17]: Could not unload undefined prefab 0x22010b52 (bundle_medium)
[00:00:17]: Could not unload undefined prefab 0x995e7e0a (bundle_small)
[00:00:17]: Could not unload undefined prefab 0xf0533cd6 (area_maxwelllight)
[00:00:17]: Could not unload undefined prefab 0x5f41a1f4 (brokenwalls)
[00:00:17]: Could not unload undefined prefab 0x7ec8eb53 (nightmare_flame)
[00:00:17]: Could not unload undefined prefab 0x5bb6aaea (paired_maxwelllight)
[00:00:17]: Could not unload undefined prefab 0xed1e0dd6 (phonograph)
[00:00:17]: Could not unload undefined prefab 0x223749c9 (player_common)
[00:00:17]: Could not unload undefined prefab 0xe3941c2c (researchmachine)
[00:00:17]: Could not unload undefined prefab 0xf20f2548 (ruin)
[00:00:17]: Could not unload undefined prefab 0x92464c8a (stairs)
[00:00:17]: Could not unload undefined prefab 0x8b7cefce (tree_clump)
[00:00:17]: Could not unload undefined prefab 0xfa7e8231 (unlockable_players)
[00:00:17]: Could not unload undefined prefab 0x350a87f2 (note)
[00:00:17]: Could not unload undefined prefab 0x350a87f2 (note)
[00:00:17]: Could not unload undefined prefab 0xaf0f7120 (bundle_unwrap)
[00:00:17]: Could not unload undefined prefab 0x350a87f2 (note)
[00:00:17]: Collecting garbage...
[00:00:17]: lua_gc took 0.09 seconds
[00:00:17]: ~SimLuaProxy()
[00:00:17]: lua_close took 0.13 seconds
[00:00:17]: Could not unload undefined prefab 0xed95c616 (bundle_blueprint)
[00:00:17]: Could not unload undefined prefab 0x97f0225e (bundle_large)
[00:00:17]: Could not unload undefined prefab 0x22010b52 (bundle_medium)
[00:00:17]: Could not unload undefined prefab 0x995e7e0a (bundle_small)
[00:00:17]: Could not unload undefined prefab 0xf0533cd6 (area_maxwelllight)
[00:00:17]: Could not unload undefined prefab 0x5f41a1f4 (brokenwalls)
[00:00:17]: Could not unload undefined prefab 0x7ec8eb53 (nightmare_flame)
[00:00:17]: Could not unload undefined prefab 0x5bb6aaea (paired_maxwelllight)
[00:00:17]: Could not unload undefined prefab 0xed1e0dd6 (phonograph)
[00:00:17]: Could not unload undefined prefab 0x223749c9 (player_common)
[00:00:17]: Could not unload undefined prefab 0xe3941c2c (researchmachine)
[00:00:17]: Could not unload undefined prefab 0xf20f2548 (ruin)
[00:00:17]: Could not unload undefined prefab 0x92464c8a (stairs)
[00:00:17]: Could not unload undefined prefab 0x8b7cefce (tree_clump)
[00:00:17]: Could not unload undefined prefab 0xfa7e8231 (unlockable_players)
[00:00:17]: Could not unload undefined prefab 0x350a87f2 (note)
[00:00:17]: Could not unload undefined prefab 0x350a87f2 (note)
[00:00:17]: Could not unload undefined prefab 0xaf0f7120 (bundle_unwrap)
[00:00:17]: Could not unload undefined prefab 0x350a87f2 (note)
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:17]: Orphaned unnamed resource. This resource must have used Add( resource ) to insert itself into the manager. 
[00:00:18]: HttpClient::ClientThread::Main() complete
[00:00:18]: Shutting down
